Timestamp for sample frequency every 15 min,Temperature_Fahrenheit,Relative_Humidity
2018-11-08 11:29:00,71.5127,39.7764
2018-11-08 11:44:00,71.5127,39.6238
2018-11-08 11:59:00,71.5127,39.5322
2018-11-08 12:14:00,71.6285,39.4102
2018-11-08 12:29:00,71.6864,39.2881
2018-11-08 12:44:00,71.6864,39.0745
2018-11-08 12:59:00,71.7444,38.9524
2018-11-08 13:14:00,71.8216,38.8303
2018-11-08 13:29:00,71.8602,38.6472
2018-11-08 13:44:00,71.8795,38.4946
2018-11-08 13:59:00,71.8988,38.4031
2018-11-08 14:14:00,71.9181,38.2505
2018-11-08 14:29:00,71.9374,38.1284
2018-11-08 14:44:00,71.9567,38.0369
2018-11-08 14:59:00,71.9567,37.9453
2018-11-08 15:14:00,71.9181,37.8232
2018-11-08 15:29:00,71.9181,37.7012
2018-11-08 15:44:00,71.9181,37.6096
2018-11-08 15:59:00,71.9181,37.4875
2018-11-08 16:14:00,71.9181,37.4265
2018-11-08 16:29:00,71.8988,37.3044
2018-11-08 16:44:00,71.8795,37.2434
2018-11-08 16:59:00,71.9374,36.8162
2018-11-08 17:14:00,71.8988,36.1753
2018-11-08 17:29:00,71.8602,36.2363
2018-11-08 17:44:00,71.7251,36.1753
2018-11-08 17:59:00,71.6092,36.1448
2018-11-08 18:14:00,71.5706,36.1753
2018-11-08 18:29:00,71.6092,36.2058
2018-11-08 18:44:00,71.6671,36.2363
2018-11-08 18:59:00,71.7444,36.2974
2018-11-08 19:14:00,71.7830,36.3584
2018-11-08 19:29:00,71.8409,36.4194
2018-11-08 19:44:00,71.9181,36.4805
2018-11-08 19:59:00,71.9953,36.5110
2018-11-08 20:14:00,72.0339,36.5415
2018-11-08 20:29:00,72.0919,36.5720
2018-11-08 20:44:00,72.1691,36.6331
2018-11-08 20:59:00,72.2270,36.6331
2018-11-08 21:14:00,72.2656,36.6636
2018-11-08 21:29:00,72.3235,36.6941
2018-11-08 21:44:00,72.3428,36.7551
2018-11-08 21:59:00,72.3428,36.8162
2018-11-08 22:14:00,72.3621,36.8162
2018-11-08 22:29:00,72.3814,36.8467
2018-11-08 22:44:00,72.3814,36.8467
2018-11-08 22:59:00,72.3814,36.8772
2018-11-08 23:14:00,72.3621,36.8772
2018-11-08 23:29:00,72.3621,36.9077
2018-11-08 23:44:00,72.3621,36.9077
2018-11-08 23:59:00,72.3428,36.9382
2018-11-09 00:14:00,72.3428,36.9382
2018-11-09 00:29:00,72.3235,36.9688
2018-11-09 00:44:00,72.3042,36.9688
2018-11-09 00:59:00,72.2849,36.9993
2018-11-09 01:14:00,72.2849,36.9993
2018-11-09 01:29:00,72.2656,36.9993
2018-11-09 01:44:00,72.2463,37.0298
2018-11-09 01:59:00,72.2463,37.0298
2018-11-09 02:14:00,72.2270,37.0603
2018-11-09 02:29:00,72.2077,37.0603
2018-11-09 02:44:00,72.1884,37.0908
2018-11-09 02:59:00,72.1884,37.0908
2018-11-09 03:14:00,72.1884,37.0908
2018-11-09 03:29:00,72.1498,37.1519
2018-11-09 03:44:00,72.1498,37.1519
2018-11-09 03:59:00,72.1112,37.1519
2018-11-09 04:14:00,72.1112,37.1519
2018-11-09 04:29:00,72.0919,37.1824
2018-11-09 04:44:00,72.0919,37.1824
2018-11-09 04:59:00,72.0726,37.1824
2018-11-09 05:14:00,72.0532,37.2129
2018-11-09 05:29:00,72.0532,37.2129
2018-11-09 05:44:00,72.0339,37.2129
2018-11-09 05:59:00,72.0339,37.2129
2018-11-09 06:14:00,72.0146,37.2129
2018-11-09 06:29:00,71.9953,37.2129
2018-11-09 06:44:00,71.9567,37.2129
2018-11-09 06:59:00,71.8409,37.1213
2018-11-09 07:14:00,71.7251,37.0298
2018-11-09 07:29:00,71.6478,36.9688
2018-11-09 07:44:00,71.5513,36.9382
2018-11-09 07:59:00,71.4934,36.9077
2018-11-09 08:14:00,71.4355,36.8467
2018-11-09 08:29:00,71.3583,36.8467
2018-11-09 08:44:00,71.2810,36.8467
2018-11-09 08:59:00,71.2617,36.8467
2018-11-09 09:14:00,71.2231,36.8772
2018-11-09 09:29:00,71.2038,36.8772
2018-11-09 09:44:00,71.1652,36.9077
2018-11-09 09:59:00,71.0494,36.9077
2018-11-09 10:14:00,70.9529,36.9688
2018-11-09 10:29:00,70.9529,37.0603
2018-11-09 10:44:00,70.9529,37.1519
2018-11-09 10:59:00,70.9529,37.2129
2018-11-09 11:14:00,71.0494,37.3655
2018-11-09 11:29:00,71.1652,37.5181
2018-11-09 11:44:00,71.2424,37.6096
2018-11-09 11:59:00,71.3003,37.7317
2018-11-09 12:14:00,71.3583,37.9148
2018-11-09 12:29:00,71.4162,38.0369
2018-11-09 12:44:00,71.4355,38.1284
2018-11-09 12:59:00,71.4741,38.3115
2018-11-09 13:14:00,71.5127,38.4641
2018-11-09 13:29:00,71.5513,38.5862
2018-11-09 13:44:00,71.6092,38.7388
2018-11-09 13:59:00,71.6478,38.9219
2018-11-09 14:14:00,71.6864,39.0745
2018-11-09 14:29:00,71.7637,39.2576
2018-11-09 14:44:00,71.8023,39.4102
2018-11-09 14:59:00,71.8602,39.5627
2018-11-09 15:14:00,71.8795,39.6848
2018-11-09 15:29:00,71.9567,39.8069
2018-11-09 15:44:00,71.9760,39.9290
2018-11-09 15:59:00,71.9760,40.0205
2018-11-09 16:14:00,71.9567,40.1426
2018-11-09 16:29:00,71.9374,40.2952
2018-11-09 16:44:00,71.9567,40.3867
2018-11-09 16:59:00,71.9374,40.4478
2018-11-09 17:14:00,71.8602,40.4783
2018-11-09 17:29:00,71.8023,40.5088
2018-11-09 17:44:00,71.7251,40.5698
2018-11-09 17:59:00,71.6671,40.5698
2018-11-09 18:14:00,71.6478,40.6614
2018-11-09 18:29:00,71.7058,40.6919
2018-11-09 18:44:00,71.7058,40.6919
2018-11-09 18:59:00,71.7251,40.7224
2018-11-09 19:14:00,71.7251,40.7529
2018-11-09 19:29:00,71.7830,40.8140
2018-11-09 19:44:00,71.7830,40.8140
2018-11-09 19:59:00,71.7830,40.8750
2018-11-09 20:14:00,71.7830,40.8750
2018-11-09 20:29:00,71.8023,40.9055
2018-11-09 20:44:00,71.8023,40.9055
2018-11-09 20:59:00,71.8216,40.9360
2018-11-09 21:14:00,71.8409,40.9360
2018-11-09 21:29:00,71.8409,41.0276
2018-11-09 21:44:00,71.8409,41.0276
2018-11-09 21:59:00,71.8602,41.0581
2018-11-09 22:14:00,71.8602,41.0581
2018-11-09 22:29:00,71.8409,41.0581
2018-11-09 22:44:00,71.8409,41.0581
2018-11-09 22:59:00,71.8409,41.0581
2018-11-09 23:14:00,71.8409,41.0886
2018-11-09 23:29:00,71.8409,41.0886
2018-11-09 23:44:00,71.8216,41.0886
2018-11-09 23:59:00,71.8216,41.0886
2018-11-10 00:14:00,71.8216,41.0886
2018-11-10 00:29:00,71.8216,41.0886
2018-11-10 00:44:00,71.8023,41.0886
2018-11-10 00:59:00,71.7830,41.0886
2018-11-10 01:14:00,71.7830,41.0886
2018-11-10 01:29:00,71.7637,41.0886
2018-11-10 01:44:00,71.7444,41.0886
2018-11-10 01:59:00,71.7251,41.0581
2018-11-10 02:14:00,71.7058,41.0886
2018-11-10 02:29:00,71.6864,41.0886
2018-11-10 02:44:00,71.6864,41.0886
2018-11-10 02:59:00,71.6671,41.0581
2018-11-10 03:14:00,71.6478,41.0581
2018-11-10 03:29:00,71.6478,41.0581
2018-11-10 03:44:00,71.6285,41.0581
2018-11-10 03:59:00,71.6285,41.0581
2018-11-10 04:14:00,71.6092,41.0581
2018-11-10 04:29:00,71.5899,41.0276
2018-11-10 04:44:00,71.5899,41.0276
2018-11-10 04:59:00,71.5706,41.0276
2018-11-10 05:14:00,71.5706,40.9971
2018-11-10 05:29:00,71.5513,40.9971
2018-11-10 05:44:00,71.5320,40.9360
2018-11-10 05:59:00,71.5127,40.9360
2018-11-10 06:14:00,71.5127,40.9360
2018-11-10 06:29:00,71.4934,40.8750
2018-11-10 06:44:00,71.4548,40.8445
2018-11-10 06:59:00,71.4355,40.8445
2018-11-10 07:14:00,71.4355,40.8445
2018-11-10 07:29:00,71.4162,40.8140
2018-11-10 07:44:00,71.3969,40.7834
2018-11-10 07:59:00,71.3969,40.7529
2018-11-10 08:14:00,71.3776,40.7529
2018-11-10 08:29:00,71.3776,40.7224
2018-11-10 08:44:00,71.3969,40.6614
2018-11-10 08:59:00,71.3776,40.6309
2018-11-10 09:14:00,71.3776,40.6003
2018-11-10 09:29:00,71.3776,40.5088
2018-11-10 09:44:00,71.3969,40.4783
2018-11-10 09:59:00,71.4355,40.4478
2018-11-10 10:14:00,71.5127,40.4172
2018-11-10 10:29:00,71.5513,40.3562
2018-11-10 10:44:00,71.5706,40.2952
2018-11-10 10:59:00,71.5899,40.2341
2018-11-10 11:14:00,71.6092,40.1731
2018-11-10 11:29:00,71.6092,40.1121
2018-11-10 11:44:00,71.6092,40.0815
2018-11-10 11:59:00,71.6092,39.9900
2018-11-10 12:14:00,71.6285,39.9595
2018-11-10 12:29:00,71.6478,39.8984
2018-11-10 12:44:00,71.7830,39.8984
2018-11-10 12:59:00,71.8988,39.8984
2018-11-10 13:14:00,71.9953,39.8069
2018-11-10 13:29:00,72.0919,39.7458
2018-11-10 13:44:00,72.1884,39.7153
2018-11-10 13:59:00,72.2656,39.6543
2018-11-10 14:14:00,72.3235,39.5933
2018-11-10 14:29:00,72.3814,39.5322
2018-11-10 14:44:00,72.3814,39.3796
2018-11-10 14:59:00,72.3814,39.3491
2018-11-10 15:14:00,72.4200,39.3186
2018-11-10 15:29:00,72.3814,39.2271
2018-11-10 15:44:00,72.3428,39.1660
2018-11-10 15:59:00,72.3428,39.0439
2018-11-10 16:14:00,72.3042,39.0439
2018-11-10 16:29:00,72.3428,39.0439
2018-11-10 16:44:00,72.3428,39.0134
2018-11-10 16:59:00,72.3235,38.9524
2018-11-10 17:14:00,72.3235,38.8914
2018-11-10 17:29:00,72.3042,38.8608
2018-11-10 17:44:00,72.3042,38.7998
2018-11-10 17:59:00,72.2849,38.7693
2018-11-10 18:14:00,72.2077,38.6167
2018-11-10 18:29:00,72.0532,38.5557
2018-11-10 18:44:00,71.9567,38.5251
2018-11-10 18:59:00,71.8795,38.4946
2018-11-10 19:14:00,71.8023,38.4336
2018-11-10 19:29:00,71.7251,38.3726
2018-11-10 19:44:00,71.6478,38.3420
2018-11-10 19:59:00,71.5899,38.2505
2018-11-10 20:14:00,71.5127,38.2200
2018-11-10 20:29:00,71.4548,38.1589
2018-11-10 20:44:00,71.4934,38.1895
2018-11-10 20:59:00,71.5320,38.1284
2018-11-10 21:14:00,71.5706,38.0979
2018-11-10 21:29:00,71.6092,38.0063
2018-11-10 21:44:00,71.6092,37.9758
2018-11-10 21:59:00,71.6478,37.9453
2018-11-10 22:14:00,71.6671,37.8538
2018-11-10 22:29:00,71.6671,37.8232
2018-11-10 22:44:00,71.6092,37.7622
2018-11-10 22:59:00,71.5127,37.6707
2018-11-10 23:14:00,71.3776,37.6096
2018-11-10 23:29:00,71.2810,37.5486
2018-11-10 23:44:00,71.2038,37.5181
2018-11-10 23:59:00,71.1459,37.4265
2018-11-11 00:14:00,71.0687,37.3960
2018-11-11 00:29:00,71.0301,37.3655
2018-11-11 00:44:00,70.9722,37.3044
2018-11-11 00:59:00,70.9142,37.2739
2018-11-11 01:14:00,70.8563,37.2129
2018-11-11 01:29:00,70.7984,37.1519
2018-11-11 01:44:00,70.7405,37.1213
2018-11-11 01:59:00,70.6633,37.0908
2018-11-11 02:14:00,70.6247,37.0298
2018-11-11 02:29:00,70.5861,36.9993
2018-11-11 02:44:00,70.5474,36.9688
2018-11-11 02:59:00,70.4895,36.9077
2018-11-11 03:14:00,70.4316,36.8772
2018-11-11 03:29:00,70.4123,36.8467
2018-11-11 03:44:00,70.3737,36.8162
2018-11-11 03:59:00,70.3158,36.7856
2018-11-11 04:14:00,70.2772,36.7551
2018-11-11 04:29:00,70.2386,36.7246
2018-11-11 04:44:00,70.2000,36.6636
2018-11-11 04:59:00,70.1806,36.6025
2018-11-11 05:14:00,70.1420,36.5720
2018-11-11 05:29:00,70.1034,36.5415
2018-11-11 05:44:00,70.0648,36.5110
2018-11-11 05:59:00,70.0455,36.4805
2018-11-11 06:14:00,70.0069,36.4194
2018-11-11 06:29:00,69.9683,36.3889
2018-11-11 06:44:00,69.9297,36.3584
2018-11-11 06:59:00,69.8911,36.2974
2018-11-11 07:14:00,69.8525,36.2668
2018-11-11 07:29:00,69.8332,36.2363
2018-11-11 07:44:00,69.7945,36.1753
2018-11-11 07:59:00,69.7945,36.1448
2018-11-11 08:14:00,69.7945,36.1143
2018-11-11 08:29:00,69.7945,36.0837
2018-11-11 08:44:00,69.8138,36.0532
2018-11-11 08:59:00,69.7945,35.9922
2018-11-11 09:14:00,69.8138,35.9617
2018-11-11 09:29:00,69.8138,35.9312
2018-11-11 09:44:00,69.8332,35.8701
2018-11-11 09:59:00,69.8718,35.8091
2018-11-11 10:14:00,69.9876,35.8091
2018-11-11 10:29:00,70.0648,35.7786
2018-11-11 10:44:00,70.1034,35.7175
2018-11-11 10:59:00,70.1420,35.6870
2018-11-11 11:14:00,70.1806,35.6565
2018-11-11 11:29:00,70.1806,35.5649
2018-11-11 11:44:00,70.2193,35.5344
2018-11-11 11:59:00,70.2193,35.5344
2018-11-11 12:14:00,70.2386,35.4734
2018-11-11 12:29:00,70.3158,35.4734
2018-11-11 12:44:00,70.4702,35.4429
2018-11-11 12:59:00,70.6054,35.4124
2018-11-11 13:14:00,70.7212,35.3818
2018-11-11 13:29:00,70.8370,35.3513
2018-11-11 13:44:00,70.9335,35.2903
2018-11-11 13:59:00,71.0108,35.2598
2018-11-11 14:14:00,71.0880,35.2292
2018-11-11 14:29:00,71.2038,34.8630
2018-11-11 14:44:00,71.1845,34.7715
2018-11-11 14:59:00,71.1459,34.7104
2018-11-11 15:14:00,71.0880,34.6799
2018-11-11 15:29:00,71.0108,34.6494
2018-11-11 15:44:00,70.9529,34.6494
2018-11-11 15:59:00,70.9915,34.6799
2018-11-11 16:14:00,71.0494,34.7104
2018-11-11 16:29:00,71.1266,34.7104
2018-11-11 16:44:00,71.1459,34.6799
2018-11-11 16:59:00,71.2038,34.7104
2018-11-11 17:14:00,71.4162,34.5884
2018-11-11 17:29:00,71.3583,34.5579
2018-11-11 17:44:00,71.3003,34.5579
2018-11-11 17:59:00,71.2810,34.5579
2018-11-11 18:14:00,71.2810,34.5579
2018-11-11 18:29:00,71.2810,34.5579
2018-11-11 18:44:00,71.2038,34.4968
2018-11-11 18:59:00,71.0687,34.4663
2018-11-11 19:14:00,70.9722,34.4358
2018-11-11 19:29:00,70.8756,34.4358
2018-11-11 19:44:00,70.8177,34.4358
2018-11-11 19:59:00,70.7598,34.4053
2018-11-11 20:14:00,70.6633,34.4053
2018-11-11 20:29:00,70.6247,34.4053
2018-11-11 20:44:00,70.5667,34.4053
2018-11-11 20:59:00,70.5088,34.3137
2018-11-11 21:14:00,70.4509,34.3137
2018-11-11 21:29:00,70.3930,34.3137
2018-11-11 21:44:00,70.3544,34.2832
2018-11-11 21:59:00,70.3158,34.2832
2018-11-11 22:14:00,70.2772,34.2832
2018-11-11 22:29:00,70.2193,34.2527
2018-11-11 22:44:00,70.1806,34.2222
2018-11-11 22:59:00,70.1420,34.2222
2018-11-11 23:14:00,70.1034,34.2222
2018-11-11 23:29:00,70.0841,34.2222
2018-11-11 23:44:00,70.0455,34.1917
2018-11-11 23:59:00,70.0262,34.1917
2018-11-12 00:14:00,69.9876,34.1917
2018-11-12 00:29:00,69.9490,34.1917
2018-11-12 00:44:00,69.9297,34.1917
2018-11-12 00:59:00,69.8718,34.1611
2018-11-12 01:14:00,69.8332,34.1306
2018-11-12 01:29:00,69.8138,34.1306
2018-11-12 01:44:00,69.7752,34.1306
2018-11-12 01:59:00,69.7559,34.1306
2018-11-12 02:14:00,69.7366,34.1306
2018-11-12 02:29:00,69.6980,34.1001
2018-11-12 02:44:00,69.6787,34.1001
2018-11-12 02:59:00,69.6594,34.1001
2018-11-12 03:14:00,69.6208,34.1001
2018-11-12 03:29:00,69.6015,34.1001
2018-11-12 03:44:00,69.5822,34.1001
2018-11-12 03:59:00,69.5629,34.1001
2018-11-12 04:14:00,69.5436,34.1001
2018-11-12 04:29:00,69.5243,34.1001
2018-11-12 04:44:00,69.5050,34.1001
2018-11-12 04:59:00,69.5050,34.0391
2018-11-12 05:14:00,69.4664,34.0391
2018-11-12 05:29:00,69.4471,34.0391
2018-11-12 05:44:00,69.4471,34.0391
2018-11-12 05:59:00,69.4277,34.0391
2018-11-12 06:14:00,69.3891,34.0391
2018-11-12 06:29:00,69.3698,34.0085
2018-11-12 06:44:00,69.3505,34.0085
2018-11-12 06:59:00,69.3312,34.0085
2018-11-12 07:14:00,69.3119,34.0085
2018-11-12 07:29:00,69.2926,34.0085
2018-11-12 07:44:00,69.2733,34.0085
2018-11-12 07:59:00,69.2733,34.0085
2018-11-12 08:14:00,69.2540,34.0085
2018-11-12 08:29:00,69.2540,34.0085
2018-11-12 08:44:00,69.2733,34.0085
2018-11-12 08:59:00,69.2733,34.0085
2018-11-12 09:14:00,69.2733,34.0391
2018-11-12 09:29:00,69.2926,34.0391
2018-11-12 09:44:00,69.2733,34.0391
2018-11-12 09:59:00,69.2926,34.0391
2018-11-12 10:14:00,69.2926,34.1001
2018-11-12 10:29:00,69.3312,34.1001
2018-11-12 10:44:00,69.3505,34.1306
2018-11-12 10:59:00,69.4471,34.1917
2018-11-12 11:14:00,69.5629,34.1917
2018-11-12 11:29:00,69.6594,34.1917
2018-11-12 11:44:00,69.7945,34.2832
2018-11-12 11:59:00,69.9297,34.3442
2018-11-12 12:14:00,70.0841,34.4053
2018-11-12 12:29:00,70.2193,34.4053
2018-11-12 12:44:00,70.3351,34.4358
2018-11-12 12:59:00,70.4316,34.4358
2018-11-12 13:14:00,70.4895,34.4358
2018-11-12 13:29:00,70.5088,34.4663
2018-11-12 13:44:00,70.6247,34.4663
2018-11-12 13:59:00,70.7405,34.4053
2018-11-12 14:14:00,70.8177,34.4358
2018-11-12 14:29:00,70.8370,34.4053
2018-11-12 14:44:00,70.7984,34.2832
2018-11-12 14:59:00,70.8177,34.3137
2018-11-12 15:14:00,70.9142,34.4053
2018-11-12 15:29:00,70.9529,34.4053
2018-11-12 15:44:00,70.9722,34.4053
2018-11-12 15:59:00,70.9915,34.4053
2018-11-12 16:14:00,70.9335,34.3137
2018-11-12 16:29:00,70.8563,34.2832
2018-11-12 16:44:00,70.8370,34.2832
2018-11-12 16:59:00,70.8370,34.2832
2018-11-12 17:14:00,70.7791,34.2527
2018-11-12 17:29:00,70.7405,34.2832
2018-11-12 17:44:00,70.6826,34.2832
2018-11-12 17:59:00,70.6633,34.2832
2018-11-12 18:14:00,70.6440,34.3137
2018-11-12 18:29:00,70.6633,34.4663
2018-11-12 18:44:00,70.7405,34.5884
2018-11-12 18:59:00,70.7791,34.6189
2018-11-12 19:14:00,70.8177,34.6189
2018-11-12 19:29:00,70.8177,34.6189
2018-11-12 19:44:00,70.7598,34.6494
2018-11-12 19:59:00,70.7405,34.6494
2018-11-12 20:14:00,70.6440,34.6494
2018-11-12 20:29:00,70.5667,34.6494
2018-11-12 20:44:00,70.5088,34.6494
2018-11-12 20:59:00,70.4509,34.6799
2018-11-12 21:14:00,70.3930,34.6799
2018-11-12 21:29:00,70.3351,34.7104
2018-11-12 21:44:00,70.2772,34.7104
2018-11-12 21:59:00,70.2386,34.7715
2018-11-12 22:14:00,70.1806,34.7715
2018-11-12 22:29:00,70.1613,34.8325
2018-11-12 22:44:00,70.1034,34.8630
2018-11-12 22:59:00,70.0841,34.8630
2018-11-12 23:14:00,70.0262,34.8936
2018-11-12 23:29:00,69.9876,34.9241
2018-11-12 23:44:00,69.9683,34.9546
2018-11-12 23:59:00,69.9297,34.9851
2018-11-13 00:14:00,69.8911,34.9546
2018-11-13 00:29:00,69.8718,34.9851
2018-11-13 00:44:00,69.8138,35.0156
2018-11-13 00:59:00,69.7945,35.0156
2018-11-13 01:14:00,69.7752,35.1072
2018-11-13 01:29:00,69.7366,35.1377
2018-11-13 01:44:00,69.7366,35.1377
2018-11-13 01:59:00,69.6980,35.1682
2018-11-13 02:14:00,69.6787,35.1987
2018-11-13 02:29:00,69.6594,35.2292
2018-11-13 02:44:00,69.6401,35.2292
2018-11-13 02:59:00,69.6208,35.2598
2018-11-13 03:14:00,69.6015,35.2903
2018-11-13 03:29:00,69.5822,35.2903
2018-11-13 03:44:00,69.5822,35.2903
2018-11-13 03:59:00,69.5629,35.3513
2018-11-13 04:14:00,69.5436,35.3818
2018-11-13 04:29:00,69.5243,35.3818
2018-11-13 04:44:00,69.5050,35.4124
2018-11-13 04:59:00,69.5050,35.4734
2018-11-13 05:14:00,69.4857,35.4734
2018-11-13 05:29:00,69.4857,35.5039
2018-11-13 05:44:00,69.4471,35.5344
2018-11-13 05:59:00,69.4471,35.5344
2018-11-13 06:14:00,69.4471,35.5649
2018-11-13 06:29:00,69.4277,35.5955
2018-11-13 06:44:00,69.4084,35.5955
2018-11-13 06:59:00,69.4084,35.6260
2018-11-13 07:14:00,69.4277,35.6565
2018-11-13 07:29:00,69.4471,35.7480
2018-11-13 07:44:00,69.4471,35.8091
2018-11-13 07:59:00,69.4471,35.8701
2018-11-13 08:14:00,69.4664,35.9312
2018-11-13 08:29:00,69.4664,35.9922
2018-11-13 08:44:00,69.4857,36.0532
2018-11-13 08:59:00,69.5050,36.1753
2018-11-13 09:14:00,69.5050,36.2668
2018-11-13 09:29:00,69.5243,36.3584
2018-11-13 09:44:00,69.5436,36.4500
2018-11-13 09:59:00,69.5629,36.6331
2018-11-13 10:14:00,69.6208,36.7551
2018-11-13 10:29:00,69.6594,36.8467
2018-11-13 10:44:00,69.6787,36.9688
2018-11-13 10:59:00,69.7366,37.0908
2018-11-13 11:14:00,69.7559,37.2129
2018-11-13 11:29:00,69.7752,37.3044
2018-11-13 11:44:00,69.8332,37.3960
2018-11-13 11:59:00,69.8718,37.5181
2018-11-13 12:14:00,69.9490,37.6096
2018-11-13 12:29:00,69.9683,37.7317
2018-11-13 12:44:00,70.0069,37.8232
2018-11-13 12:59:00,70.0455,37.8843
2018-11-13 13:14:00,70.0648,37.9453
2018-11-13 13:29:00,70.0841,38.0063
2018-11-13 13:44:00,70.1034,38.0674
2018-11-13 13:59:00,70.1227,38.1589
2018-11-13 14:14:00,70.1227,38.2505
2018-11-13 14:29:00,70.1420,38.3115
2018-11-13 14:44:00,70.1420,38.4031
2018-11-13 14:59:00,70.1420,38.4641
2018-11-13 15:14:00,70.1420,38.5862
2018-11-13 15:29:00,70.1613,38.6777
2018-11-13 15:44:00,70.1806,38.7083
2018-11-13 15:59:00,70.1420,38.7388
2018-11-13 16:14:00,70.0455,38.7998
2018-11-13 16:29:00,69.9683,38.8608
2018-11-13 16:44:00,69.8718,38.9524
2018-11-13 16:59:00,69.7945,39.0134
2018-11-13 17:14:00,69.7366,39.0134
2018-11-13 17:29:00,69.6787,38.8914
2018-11-13 17:44:00,69.6015,38.7083
2018-11-13 17:59:00,69.5629,38.5251
2018-11-13 18:14:00,69.5243,38.3726
2018-11-13 18:29:00,69.5436,38.3115
2018-11-13 18:44:00,69.5822,38.2810
2018-11-13 18:59:00,69.6208,38.2810
2018-11-13 19:14:00,69.6594,38.3115
2018-11-13 19:29:00,69.8525,38.3420
2018-11-13 19:44:00,70.0262,38.3420
2018-11-13 19:59:00,70.1034,38.3115
2018-11-13 20:14:00,70.2000,38.2810
2018-11-13 20:29:00,70.2579,38.2505
2018-11-13 20:44:00,70.3158,38.2200
2018-11-13 20:59:00,70.3544,38.1589
2018-11-13 21:14:00,70.3930,38.1284
2018-11-13 21:29:00,70.4316,38.0979
2018-11-13 21:44:00,70.4509,38.0674
2018-11-13 21:59:00,70.4702,38.0369
2018-11-13 22:14:00,70.4702,38.0063
2018-11-13 22:29:00,70.4509,38.0063
2018-11-13 22:44:00,70.4316,37.9758
2018-11-13 22:59:00,70.4316,37.9453
2018-11-13 23:14:00,70.4123,37.9148
2018-11-13 23:29:00,70.4123,37.9148
2018-11-13 23:44:00,70.3930,37.8843
